KPI,lag_t,beta_2,t_value,p_value,adj_r2
ESG連動型役員報酬比率,10,0.00025908801063538253,0.1949610742249813,0.8509613619812506,-0.23394978183165782
ESG連動型役員報酬比率,11,-0.0018860318573334048,-1.5183636248663557,0.17972299069174155,0.08535578793955279
ESG連動型役員報酬比率,12,0.0009531949194727506,0.6198088521786915,0.5625340615589749,-0.1783053851108054
ESG連動型役員報酬比率,13,-0.0013801983574966998,-0.8502246671578036,0.44309829433385806,-0.14612867879111713
ESG連動型役員報酬比率,14,0.0023878406245186616,2.387846070918457,0.09692934877633709,0.42579264973104747
ESG連動型役員報酬比率,15,-0.00026131673350620276,-0.21621877013723528,0.8488664324357554,-0.12349318923413732
ISO14001認証取得比率,0,-0.0035963088339814354,-0.5177572219615103,0.6112998798988329,-0.09382959074585329
ISO14001認証取得比率,1,-0.003060120500714929,-0.4191828948817466,0.6806561541543648,-0.10536716634588306
ISO14001認証取得比率,2,0.0063241013354110405,0.9266610145107614,0.3687730590891525,-0.07189409114013645
ISO14001認証取得比率,3,-0.0062357582358264895,-0.8822544886897845,0.3925358198041695,-0.08238393885811579
ISO14001認証取得比率,4,0.0003932503999364949,0.0644215901340832,0.949614626000076,-0.06634900056547721
ISO14001認証取得比率,5,0.0005960526042056331,0.08582374376031036,0.9330218824163452,-0.08652610938587602
ISO14001認証取得比率,6,0.00015724037908754164,0.02393094571855007,0.9813362959432734,-0.13856761983334853
ISO14001認証取得比率,7,0.006996597047518344,1.05154235078716,0.31775614966253285,-0.04230572892106976
ISO14001認証取得比率,8,0.012416056970197514,0.9942426240123845,0.3460823776601224,-0.07918374064503819
ISO14001認証取得比率,9,-0.011535956915493088,-1.5545498574335082,0.15866089601079503,0.06272988949929936
ISO14001認証取得比率,10,-0.006208499033325303,-0.6043737068872386,0.5646618603789528,-0.17912222346534068
ISO14001認証取得比率,11,-0.001326989746229115,-0.12927584356360827,0.9013641595885742,-0.26256856405471574
ISO14001認証取得比率,12,0.006974564496707733,0.7799334795305661,0.47071934951532085,-0.13121490196216534
ISO14001認証取得比率,13,-0.00981889688617247,-0.8598174005242901,0.43836942409784196,-0.14216161089855617
ISO14001認証取得比率,14,0.00680359208838506,0.6941148526980303,0.5375312166221901,-0.4350764452990832
ISO14001認証取得比率,15,-0.005642786332617758,-0.6359986609109866,0.5898484797742588,0.04366156595570736
エネルギー消費強度（売上高あたり）,0,-0.002012076612820146,-0.6901656579676657,0.4994047109837876,-0.0807950064565559
エネルギー消費強度（売上高あたり）,1,0.0019253017589751626,0.6199398018553041,0.5440262373615524,-0.09129323839128278
エネルギー消費強度（売上高あたり）,2,-0.0019234847561414442,-0.6739710958940043,0.5105830082255678,-0.09994737771789541
エネルギー消費強度（売上高あたり）,3,-0.0006163133870957646,-0.19931951227253067,0.8448786866282613,-0.1393292842812064
エネルギー消費強度（売上高あたり）,4,-0.002558351208931146,-1.0708858349963806,0.30370040484745453,0.019780730273833647
エネルギー消費強度（売上高あたり）,5,0.002597179675357386,0.9670228262948554,0.35261858954051595,-0.008595443622384513
エネルギー消費強度（売上高あたり）,6,-0.00029723275494842986,-0.10753493870792825,0.9163009097148662,-0.13743117091858736
エネルギー消費強度（売上高あたり）,7,0.006370717878056808,2.642940409283996,0.02460945660539898,0.31848769681349187
エネルギー消費強度（売上高あたり）,8,0.0006413010590944953,0.18958003334442575,0.8538448960578371,-0.19295235943938627
エネルギー消費強度（売上高あたり）,9,0.0023036809861967803,0.6613590615564767,0.5269668729808563,-0.1571332825432823
エネルギー消費強度（売上高あたり）,10,-0.0012820897722041463,-0.33112878283515257,0.7502390416197726,-0.22151656378895468
エネルギー消費強度（売上高あたり）,11,0.00042445548034574513,0.09283211802923999,0.9290590554950028,-0.2642694190322281
エネルギー消費強度（売上高あたり）,12,-0.0036184899736969416,-0.8101412241553695,0.4546727538915279,-0.12160881972843263
エネルギー消費強度（売上高あたり）,13,-0.011385669533659501,-1.6508951546331307,0.1741045413684288,0.19514283557199796
エネルギー消費強度（売上高あたり）,14,0.008404378263838767,1.192432742430033,0.31881211897659184,-0.12997745356917068
エネルギー消費強度（売上高あたり）,15,0.0008062374914104689,0.2684917862954715,0.8134793486768059,-0.1097552269423725
グリーン調達率（環境配慮部品調達比率）,0,0.008401180633994493,1.9406272312659112,0.06907292617037286,0.09042195181653823
グリーン調達率（環境配慮部品調達比率）,1,-0.0019459999851120175,-0.3958904992874871,0.6974149477313246,-0.10666603126295171
グリーン調達率（環境配慮部品調達比率）,2,0.0006899435085556962,0.14689636546276832,0.8851699801276249,-0.13162857398444472
グリーン調達率（環境配慮部品調達比率）,3,0.004810805112798423,1.078090016500149,0.29921934158074703,-0.05497824738301538
グリーン調達率（環境配慮部品調達比率）,4,-0.0022411750394510377,-0.5589530021421749,0.585694226769635,-0.0416553635929815
グリーン調達率（環境配慮部品調達比率）,5,0.0012617093839187247,0.304630180748524,0.7658663261324221,-0.07884996386106558
グリーン調達率（環境配慮部品調達比率）,6,0.002552053359789995,0.6104006094474382,0.5539982285342245,-0.10132318774154458
グリーン調達率（環境配慮部品調達比率）,7,-0.0024269202082677927,-0.5236926573454846,0.6119004513293804,-0.12665871388655403
グリーン調達率（環境配慮部品調達比率）,8,-0.002283659088586812,-0.45725942611848397,0.6583219135316318,-0.1705229413115925
グリーン調達率（環境配慮部品調達比率）,9,-0.005546362637983766,-1.0773951994420852,0.3127163444087263,-0.0657598004379405
グリーン調達率（環境配慮部品調達比率）,10,0.007903952394357192,1.8084423382423465,0.11347334841523367,0.15441493743723078
グリーン調達率（環境配慮部品調達比率）,11,-0.005916958847201482,-0.9784840948306832,0.3656234049622531,-0.0918558305046342
グリーン調達率（環境配慮部品調達比率）,12,-0.0007624093371534513,-0.1307475036800786,0.901072745181448,-0.2645143029932886
グリーン調達率（環境配慮部品調達比率）,13,0.0011242232993302305,0.15554210359185208,0.8839276940850838,-0.34512187257109606
グリーン調達率（環境配慮部品調達比率）,14,0.0004943680784531487,0.07673456615557409,0.9436657008631608,-0.6622849172155083
グリーン調達率（環境配慮部品調達比率）,15,0.0016166195934232048,0.5344503183148829,0.6464883768373751,-0.006069715682162746
コンプライアンス研修受講率,0,0.02843160872393491,0.26565975615027165,0.7964864772684884,-0.2127041243379424
コンプライアンス研修受講率,1,-0.15885627797586135,-1.2962592496167737,0.22400197199267444,-0.026229884198284648
コンプライアンス研修受講率,2,0.02514133528811513,0.23421583651679515,0.8191196308319018,-0.15218917542353183
コンプライアンス研修受講率,3,-0.06474386928541827,-0.5622387380207797,0.5843032937207961,-0.1362690465358043
コンプライアンス研修受講率,4,0.06095544631591332,0.528860314092823,0.6058148101022445,-0.12900530796474285
コンプライアンス研修受講率,5,-0.010373298080032041,-0.12402384872083057,0.9030594774435963,-0.13358973705945631
コンプライアンス研修受講率,6,-0.01861636471471996,-0.23160840717987582,0.8199720197346758,-0.12103868387642769
コンプライアンス研修受講率,7,-0.08392613404137157,-1.2441982262296465,0.2313457956242395,-0.01870195990326029
コンプライアンス研修受講率,8,0.289413196827939,26.550504909955627,2.7962020073829106e-15,0.9738363182748424
コンプライアンス研修受講率,9,-0.06299370781608014,-0.9051439895780438,0.3788174137857462,-0.06307151560561675
コンプライアンス研修受講率,10,0.06625575326349553,0.9274401710576774,0.3683815309937002,-0.07179645673787483
コンプライアンス研修受講率,11,-0.018235525450124652,-0.2781449264519606,0.7849668048327849,-0.13628324714454698
コンプライアンス研修受講率,12,0.005456150904650542,0.09764580662440911,0.9237030003617233,-0.06590764561064932
コンプライアンス研修受講率,13,-0.016994889490055176,-0.285447028348527,0.7801688533231916,-0.07986077432674876
コンプライアンス研修受講率,14,0.014912443696379098,0.19908656410468545,0.8458271906153263,-0.13453889940625263
コンプライアンス研修受講率,15,-0.02372936081454785,-0.3022079984738836,0.7686855209647682,-0.14708152152558007
コンプライアンス研修受講率,16,0.004558109466958643,0.053971996916016715,0.9581365440412306,-0.1973287616628736
コンプライアンス研修受講率,17,-0.0715128343541153,-0.7910020999834395,0.4517537255096069,-0.13187442794254145
コンプライアンス研修受講率,18,0.08195781126397444,0.8689734345804436,0.4136611666528778,-0.11984810964843029
コンプライアンス研修受講率,19,-0.14041823446672827,-1.6839098704456006,0.14318405961558525,0.14023353046118525
コンプライアンス研修受講率,20,-0.015507198860801541,-0.11747574532383759,0.9110562015820993,-0.26534516253909946
コード・オブ・コンダクト研修受講率,0,0.047956888201173935,3.9244098540049523,0.0010923008700115333,0.41704475248729
コード・オブ・コンダクト研修受講率,1,-0.026562668054709818,-1.6484811954648084,0.11874740409487682,0.044738197366752885
コード・オブ・コンダクト研修受講率,2,0.013955088438251096,0.8960552665491884,0.3843781408096464,-0.07567796579922326
コード・オブ・コンダクト研修受講率,3,0.004948141649757645,0.28428189280279925,0.7803557805605755,-0.1360047129380184
コード・オブ・コンダクト研修受講率,4,0.002837449030296268,0.20652583718587753,0.8395796672642121,-0.06320106728999897
コード・オブ・コンダクト研修受講率,5,0.009201404935474299,0.6477637978210873,0.5293364713563595,-0.050462053575124566
コード・オブ・コンダクト研修受講率,6,-0.009923046212557674,-0.6324149741950558,0.5400384109002399,-0.09868001994581843
コード・オブ・コンダクト研修受講率,7,0.004142716271895439,0.24632297688930538,0.8104147122867604,-0.15057665482382454
コード・オブ・コンダクト研修受講率,8,-0.02080310669392796,-1.267167636531658,0.23690086326048204,-0.0163810592425353
コード・オブ・コンダクト研修受講率,9,-0.016758507506909433,-0.8843540150012136,0.40230065348051103,-0.11171718520338558
コード・オブ・コンダクト研修受講率,10,0.01653852027999206,0.8531922522832623,0.42178423790565656,-0.12378642071449475
コード・オブ・コンダクト研修受講率,11,-0.015559931470222697,-0.7803323606132214,0.46485674049414594,-0.14943339533917888
コード・オブ・コンダクト研修受講率,12,0.016819046370112483,0.817409373805124,0.4508731783119868,-0.11926805469520985
コード・オブ・コンダクト研修受講率,13,0.008127887831365612,0.31561993068906097,0.7680725510073222,-0.3203750223222348
コード・オブ・コンダクト研修受講率,14,-0.0009605976543332201,-0.03201260748630244,0.9764727235215613,-0.664978775054051
コード・オブ・コンダクト研修受講率,15,-0.0007875932176338338,-0.060543063611319226,0.9572287653147609,-0.14765181779785208
サイバーセキュリティ訓練受講率,0,0.026870161589679545,2.0918481121159473,0.05176974864791039,0.116369749176092
サイバーセキュリティ訓練受講率,1,-0.003271027116699868,-0.21968679618823145,0.8288933543622752,-0.11414576590065839
サイバーセキュリティ訓練受講率,2,0.001959246204543179,0.1397516782414333,0.8907154034854698,-0.13178287889608886
サイバーセキュリティ訓練受講率,3,-0.007015977472546584,-0.4721601437673667,0.6440876957984338,-0.12465347922836245
サイバーセキュリティ訓練受講率,4,0.002071509669028637,0.16014120495047898,0.875231395567489,-0.0645892996127917
サイバーセキュリティ訓練受講率,5,-0.017367454179204888,-1.443371096111324,0.1745100142437657,0.07363347263916609
サイバーセキュリティ訓練受講率,6,-0.011835183661913,-0.8165392791705262,0.4315200913208975,-0.0735560863982585
サイバーセキュリティ訓練受講率,7,-0.0067320178909394904,-0.45027069652962626,0.6621194648294668,-0.1345553840469491
サイバーセキュリティ訓練受講率,8,-0.01573898947280551,-1.025362835521561,0.33196071540511,-0.07243567567825404
サイバーセキュリティ訓練受講率,9,-0.004415753857916246,-0.24531224311565455,0.8123904578722022,-0.21128731781616672
サイバーセキュリティ訓練受講率,10,-0.013120759357592382,-0.7532702724883548,0.4758539101154292,-0.14762430977867846
サイバーセキュリティ訓練受講率,11,0.004824337093351262,0.15957668007279008,0.8784509280787192,-0.26073458146490247
サイバーセキュリティ訓練受講率,12,0.001900743982278949,0.06517846273877856,0.9505576404092992,-0.26776050641119253
サイバーセキュリティ訓練受講率,13,0.05185398334040661,2.2154603057579925,0.09107095300423702,0.3923585710400377
サイバーセキュリティ訓練受講率,14,-0.08087148802522076,-1.0682922961552879,0.36371631557632816,-0.20655466378268872
サイバーセキュリティ訓練受講率,15,0.0023030414389540303,0.14761918651999326,0.8961815279851912,-0.13736277778161043
サプライチェーン排出量,0,0.0005608513364960812,0.2382556553216899,0.8145309592682889,-0.10738043713235412
サプライチェーン排出量,1,-0.0004522910197769228,-0.18132087779558034,0.8583927854755169,-0.1152148917466167
サプライチェーン排出量,2,0.0011061422197788887,0.48277290228169656,0.6362269803759681,-0.11591739991771566
サプライチェーン排出量,3,0.0026742803188578557,1.0388704802826072,0.316475370463444,-0.06078694698248577
サプライチェーン排出量,4,-0.00350640384508024,-1.7510899490353193,0.10347399622853141,0.13689220988458928
サプライチェーン排出量,5,0.0006039194006635063,0.26057636696927855,0.7988369206705932,-0.0810759376340291
サプライチェーン排出量,6,-0.0029741182607990312,-1.3193296278419782,0.2138611503013224,0.016932819724499115
サプライチェーン排出量,7,0.003166710056476465,1.3964236438965651,0.1928077167292884,0.03133232031110722
サプライチェーン排出量,8,-0.003383788484126092,-1.1356191624184973,0.2854518298547408,-0.0476028507742825
サプライチェーン排出量,9,-0.0004933997930438704,-0.14953039567845927,0.884836092227725,-0.2169975308926213
サプライチェーン排出量,10,-0.0006939760752977635,-0.1229906471532559,0.9055712817412858,-0.23797488694990832
サプライチェーン排出量,11,0.006339311318841403,1.549635167450908,0.1722041590622454,0.09580074386974347
サプライチェーン排出量,12,-0.002209781561075156,-0.41944008794567017,0.6923061949680032,-0.225709831525444
サプライチェーン排出量,13,0.0024326932815074112,0.37114059556848367,0.7293539531238126,-0.30820774169478904
サプライチェーン排出量,14,-0.008756832182239797,-1.9394160966259353,0.14779621417456384,0.26099760505951364
サプライチェーン排出量,15,0.007201234150864724,6.786125338716573,0.021032182459323683,0.952144876881583
サプライヤーCSR監査実施率,0,0.00595075133592368,1.0348119136629135,0.3152537909459973,-0.04523825225567757
サプライヤーCSR監査実施率,1,-0.005331767860403069,-0.7862695578138772,0.44319955001600375,-0.07593374471004766
サプライヤーCSR監査実施率,2,0.007325027201229963,1.1608108409019224,0.26386013229296934,-0.039845017353137724
サプライヤーCSR監査実施率,3,-0.0023799795400164885,-0.3426084673766709,0.7369825475943199,-0.13306243243175486
サプライヤーCSR監査実施率,4,-0.002100213478055472,-0.33011992428791115,0.7465687137050749,-0.057821690951981086
サプライヤーCSR監査実施率,5,0.004089349366612777,0.5838453744980305,0.5701364167088887,-0.05716295715481734
サプライヤーCSR監査実施率,6,-0.0014300271729711586,-0.17676267887035071,0.8629073200650204,-0.13540183487508783
サプライヤーCSR監査実施率,7,-0.004088916457008652,-0.5081446848250611,0.6223723221153816,-0.12842071328847382
サプライヤーCSR監査実施率,8,-0.008725327684001877,-1.0630321571833894,0.3154571462589802,-0.06410729345867883
サプライヤーCSR監査実施率,9,0.003980456871738344,0.39070568967962965,0.7062132623314322,-0.19754808398933155
サプライヤーCSR監査実施率,10,-0.0035606634615746374,-0.33397866915281754,0.7481780434640319,-0.2211909858674055
サプライヤーCSR監査実施率,11,-0.00510390989191879,-0.4024256733690918,0.7013157848352499,-0.2328104168595977
サプライヤーCSR監査実施率,12,0.01236731025007733,1.120337204294073,0.31347844419889537,-0.014233510610778932
サプライヤーCSR監査実施率,13,0.006097175302196403,0.33793035735427457,0.7524066266890085,-0.3156955259927279
サプライヤーCSR監査実施率,14,0.00010356883083610614,0.007187121260445803,0.9947167704773108,-0.6655188584106937
サプライヤーCSR監査実施率,15,-0.00615782154237456,-1.275101413004962,0.3303655362424527,0.36580691618788785
サプライヤー労働安全監査件数,0,-0.0008813974474252062,-1.0095735207145562,0.32685425366244525,-0.048231228933635295
サプライヤー労働安全監査件数,1,0.002056144318860305,2.4068444333709293,0.028527880653866782,0.17954455923901524
サプライヤー労働安全監査件数,2,-0.0006188272862847422,-0.6059454344755579,0.5536104738326144,-0.10617944937015267
サプライヤー労働安全監査件数,3,0.0015921804579812897,1.568882206663265,0.13899504378166852,0.028279372541022307
サプライヤー労働安全監査件数,4,-0.0006363546986031575,-0.6815337253804065,0.5074940863862281,-0.02989153995163485
サプライヤー労働安全監査件数,5,0.0012213711478079037,1.2129047120388448,0.24850317845220207,0.03153567955666281
サプライヤー労働安全監査件数,6,-0.0010439041701087793,-1.0434980121107225,0.31910833539276184,-0.03606682101040026
サプライヤー労働安全監査件数,7,-0.00045265980139591925,-0.3820309859416138,0.7104314017257825,-0.1409065144770194
サプライヤー労働安全監査件数,8,-0.0004298368151738289,-0.29721196150881213,0.7730503465280247,-0.18607497464395317
サプライヤー労働安全監査件数,9,0.0016641469619434865,1.4101335597519704,0.1961745614492487,0.022554505187468266
サプライヤー労働安全監査件数,10,-0.0011364544413377674,-0.8687011974338665,0.41380032865965355,-0.11991642420067739
サプライヤー労働安全監査件数,11,0.002079971133879652,1.6303874637169777,0.15414148730306051,0.12261856347479438
サプライヤー労働安全監査件数,12,-0.002838315803171446,-2.217778708114063,0.07734397056496128,0.36037090752485346
サプライヤー労働安全監査件数,13,0.0014197217790974314,0.7259621110128336,0.5080621913620215,-0.19571579304296294
サプライヤー労働安全監査件数,14,-0.0017573414261934104,-1.010594691753834,0.3866445148604037,-0.2425436004623336
サプライヤー労働安全監査件数,15,0.0007292046633589435,0.8527698236398366,0.48361689311457556,0.15682879661793292
ダイバーシティ比率（外国籍社員）,0,0.004714888005640925,2.042835178665638,0.05689121977073216,0.10791233651124921
ダイバーシティ比率（外国籍社員）,1,-0.0020675575640106713,-0.8321648015440611,0.41756391846726193,-0.07114604437858407
ダイバーシティ比率（外国籍社員）,2,-0.0012976766487703094,-0.5675079767375232,0.5787646638524586,-0.1094357821741001
ダイバーシティ比率（外国籍社員）,3,0.0012127184491876769,0.5248604133008627,0.60789209543362,-0.12051400667314316
ダイバーシティ比率（外国籍社員）,4,-0.0021577047268418106,-1.1449144560391284,0.27288635970730113,0.0310161348327177
ダイバーシティ比率（外国籍社員）,5,7.143158211249737e-05,0.035145756062192585,0.9725413811285593,-0.08708113044987797
ダイバーシティ比率（外国籍社員）,6,-0.003981251845667751,-1.828621721649909,0.0946744285324297,0.12681118372903288
ダイバーシティ比率（外国籍社員）,7,0.0021914316900926017,0.9985013959882478,0.3415840925014654,-0.05261184816059283
ダイバーシティ比率（外国籍社員）,8,-0.0009729401314343463,-0.40836236406462095,0.6925525579183274,-0.17592768400914904
ダイバーシティ比率（外国籍社員）,9,0.00443169656948142,1.671859723946271,0.13309404199575814,0.09559170373267989
ダイバーシティ比率（外国籍社員）,10,-0.002165438799179179,-0.7860234794595893,0.45763106231031414,-0.14002903250748022
ダイバーシティ比率（外国籍社員）,11,-0.00010227172794457133,-0.033040710045247584,0.9747138422742296,-0.26585496975943457
ダイバーシティ比率（外国籍社員）,12,-0.0019520954844101414,-0.48800181207665855,0.6461945680145219,-0.2111515320661963
ダイバーシティ比率（外国籍社員）,13,0.006156245722683811,2.31213878541462,0.08183980573278817,0.42081759737267055
ダイバーシティ比率（外国籍社員）,14,-0.002543749399177772,-0.5854247598681677,0.5993869402782778,-0.4947825106930108
ダイバーシティ比率（外国籍社員）,15,0.00039237228328719,0.20769489772429356,0.8546961688608885,-0.12548014079122183
ダイバーシティ研修受講率,0,0.04297753925948891,3.1925806957144296,0.0053319887194734315,0.30538644639349966
ダイバーシティ研修受講率,1,-0.017874647575994662,-1.0811808586964604,0.29564407462359865,-0.04142078255304926
ダイバーシティ研修受講率,2,0.02270293310291111,1.4073944858957295,0.17969427615405953,-0.0010652212604431721
ダイバーシティ研修受講率,3,-0.02455412216978088,-1.643034767268086,0.12263749911338064,0.042138209066600596
ダイバーシティ研修受講率,4,0.014584561826182146,1.083912226190102,0.2980975049887558,0.021721772462790945
ダイバーシティ研修受講率,5,-0.007922372950222377,-0.5766969776316573,0.5748029240305528,-0.05787410134519022
ダイバーシティ研修受講率,6,-0.0011185023074750458,-0.07724402401611735,0.9398165297770541,-0.13800961561886238
ダイバーシティ研修受講率,7,-0.017993565595228425,-1.2028050167203495,0.2567564048031378,-0.01125542205423291
ダイバーシティ研修受講率,8,0.01186034046278056,0.7676087371792785,0.4623821239837871,-0.12412094812447605
ダイバーシティ研修受講率,9,-0.015512899796763277,-0.9323263354112249,0.37844641295309545,-0.10079328990300906
ダイバーシティ研修受講率,10,0.028956237987745187,1.5929777132496952,0.15519328022551487,0.08943856740947542
ダイバーシティ研修受講率,11,-0.04292034907841852,-3.261785220763831,0.017210281721569597,0.5434580877775415
ダイバーシティ研修受講率,12,0.02675224390741049,0.9585144929948839,0.38182424667005227,-0.07187974439543421
ダイバーシティ研修受講率,13,-0.002856187151806265,-0.10034128177826385,0.9249014778095326,-0.3498598991037378
ダイバーシティ研修受講率,14,0.023055031621071753,1.0688527909261194,0.36350015553903975,-0.20620576802521495
ダイバーシティ研修受講率,15,-0.0015778512490523657,-0.12443755700620582,0.9123480216302572,-0.14092173657979035
データ漏えいインシデント件数,0,0.003465058526952136,3.2905702822384506,0.00431707889187962,0.3212437600519965
データ漏えいインシデント件数,1,-0.00043772439065514106,-0.3341875535510414,0.7425783362623832,-0.1097602492582812
データ漏えいインシデント件数,2,-0.001548822944105287,-1.230042261882953,0.23762460777751004,-0.029421875006577336
データ漏えいインシデント件数,3,-0.0004602130180266472,-0.3333332375853685,0.7438224084299889,-0.13356584789516557
データ漏えいインシデント件数,4,7.0636876432642395e-06,0.005589812288394925,0.9956248674804793,-0.06668685974256161
データ漏えいインシデント件数,5,0.0003914407376625845,0.30130563878567335,0.7683387538484667,-0.07902971224522837
データ漏えいインシデント件数,6,0.0020374075392131695,1.7925642159539446,0.10055513421065602,0.11878959925556765
データ漏えいインシデント件数,7,0.0002726038822260269,0.17189879901089966,0.8669460221512765,-0.15414736690313258
データ漏えいインシデント件数,8,0.0014826340684163707,0.9843923629729023,0.35064464652623095,-0.08129361205642427
データ漏えいインシデント件数,9,-0.0018677480843353215,-1.2126318092843282,0.25986180827714694,-0.03090822529194681
データ漏えいインシデント件数,10,0.0011496306276970562,0.704706985873448,0.5037574611413036,-0.15846341743467396
データ漏えいインシデント件数,11,-0.0017222675729845858,-0.9985347046764579,0.35657210163368097,-0.08567015166511327
データ漏えいインシデント件数,12,-0.0014202274349249889,-0.5583499621321202,0.6006834518018598,-0.19436770987315755
データ漏えいインシデント件数,13,0.0022824057656135738,0.9382422381246144,0.40124013518165685,-0.10915971472411412
データ漏えいインシデント件数,14,0.0010580240348611052,0.4823622744956053,0.6625551315093823,-0.5456688767243836
データ漏えいインシデント件数,15,0.0008579119964264791,0.876343600344945,0.4732638874822316,0.16924548446280951
ハラスメント相談件数,0,-0.0005506381167384629,-0.4855433067926079,0.6334895347827912,-0.09588072447166862
ハラスメント相談件数,1,0.0012364759419857742,1.0430292245288297,0.31243896398106563,-0.04635988351937703
ハラスメント相談件数,2,0.00018441307128779524,0.17265606352738738,0.8652298696290295,-0.13100880005694937
ハラスメント相談件数,3,-0.001539710343923972,-1.5464107417349824,0.1443070052946901,0.024129296857893112
ハラスメント相談件数,4,0.00026119249148340794,0.2728688916190172,0.7892404738904064,-0.06061475808537464
